"day","Yeild","irr","LeafArea","LabieCarbon"
"2023-03-16","0.0","21.33333333333212","0.017843816915452473","95.23585636952747"
"2023-03-17","0.0","31.999999999997577","0.039699742483063294","92.01087786808273"
"2023-03-18","0.0","42.66666666666303","0.06323245839639724","88.97277973062259"
"2023-03-19","0.0","53.33333333332849","0.08720382120116846","86.35189103141738"
"2023-03-20","0.0","63.999999999993946","0.10985649031334375","84.33634057965195"
"2023-03-21","0.0","63.999999999993946","0.128731594449478","83.05072346926391"
"2023-03-22","0.0","74.6666666666606","0.14683009746061282","82.29223213524064"
"2023-03-23","0.0","85.33333333332605","0.16844421589481484","81.63817577447911"
"2023-03-24","0.0","85.33333333332605","0.19239710874436075","81.13319482877188"
"2023-03-25","0.0","95.99999999999271","0.2162772213362608","81.16276915649519"
"2023-03-26","0.0","95.99999999999271","0.2392500110974376","81.69138278313639"
"2023-03-27","0.0","106.66666666665937","0.2625362265760623","81.7926195888657"
"2023-03-28","0.0","106.66666666665937","0.2864661478140319","78.06946917613784"
"2023-03-29","0.0","106.66666666665937","0.310388768202935","74.39480446010172"
"2023-03-30","0.0","106.66666666665937","0.3343033352251535","70.76758782816337"
"2023-03-31","0.0","106.66666666665937","0.3582090205462567","68.16230526236524"
"2023-04-01","0.0","117.33333333332602","0.3815910890888084","71.1327371705741"
"2023-04-02","0.0","117.33333333332602","0.4007741700714678","74.9202961819868"
"2023-04-03","0.0","127.99999999999268","0.4190601840164873","79.05020141784154"
"2023-04-04","0.0","127.99999999999268","0.4368428499458964","82.03289046743532"
"2023-04-05","0.0","127.99999999999268","0.460688510110369","78.45975590156787"
"2023-04-06","0.0","127.99999999999268","0.484518275931249","76.3377567773596"
"2023-04-07","0.0","138.66666666665935","0.5083305489656917","80.83119281338148"
"2023-04-08","0.0","138.66666666665935","0.5321235782736408","84.74778772485841"
"2023-04-09","0.0","138.66666666665935","0.5558954476385201","85.62245620869807"
"2023-04-10","0.0","149.33333333332482","0.5796440620994402","90.80292618917044"
"2023-04-11","0.0","149.33333333332482","0.6033671338462108","97.91418356241894"
"2023-04-12","0.0","149.33333333332482","0.6267489308166869","105.02327931567972"
