"day","Yeild","irr","LeafArea","LabieCarbon"
"2023-03-16","0.0","26.66666666666425","0.02119963736285864","94.8290104773989"
"2023-03-17","0.0","37.33333333333092","0.044335019118554087","91.48638561377207"
"2023-03-18","0.0","47.99999999999759","0.06828907030028422","88.53199327871883"
"2023-03-19","0.0","58.66666666666426","0.09226043154631386","86.08999840833272"
"2023-03-20","0.0","69.33333333333093","0.11506788747364173","84.24271091658699"
"2023-03-21","0.0","69.33333333333093","0.1342450492160881","83.05813560780538"
"2023-03-22","0.0","79.99999999999758","0.15256319569125065","82.4356519210198"
"2023-03-23","0.0","79.99999999999758","0.1742646549729396","81.95281625770755"
"2023-03-24","0.0","90.66666666666303","0.19821754660955718","81.66654040262767"
"2023-03-25","0.0","101.33333333332969","0.22209765800222153","81.9010237512099"
"2023-03-26","0.0","101.33333333332969","0.24532984747622927","82.66281831666676"
"2023-03-27","0.0","111.99999999999635","0.2686160616910251","83.027663999373"
"2023-03-28","0.0","111.99999999999635","0.29207299095628003","80.45111551695513"
"2023-03-29","0.0","111.99999999999635","0.31580863906777906","82.41566802880305"
"2023-03-30","0.0","122.74962962963035","0.3397305756106843","84.37498781946888"
"2023-03-31","0.0","122.74962962963035","0.36374876352275026","86.34375112023545"
"2023-04-01","0.0","122.74962962963035","0.38707921712628385","89.28846512633186"
"2023-04-02","0.0","133.4162962962958","0.40574897901310925","93.0192880088017"
"2023-04-03","0.0","133.4162962962958","0.4232036088476498","96.725415768648"
"2023-04-04","0.0","144.08296296296248","0.44091099880104245","98.83174546458645"
"2023-04-05","0.0","144.08296296296248","0.464756896573798","99.12726230518861"
"2023-04-06","0.0","144.08296296296248","0.4863287386303671","105.19264433681467"
"2023-04-07","0.0","154.74962962962917","0.5101410110939825","104.6342604336501"
"2023-04-08","0.0","154.74962962962917","0.5339340397979142","103.25163889448095"
"2023-04-09","0.0","154.74962962962917","0.5572159943383123","99.71221687441522"
"2023-04-10","0.0","154.74962962962917","0.58097329703563","103.25283522221302"
"2023-04-11","0.0","165.43999999999386","0.6047161165031396","105.00398734693981"
"2023-04-12","0.0","165.43999999999386","0.6284171987266699","105.73093575817279"
"2023-04-13","0.0","165.43999999999386","0.6520733318909095","105.70642265357745"
"2023-04-14","0.0","176.16592592590194","0.6743199460870659","105.83839811801995"
"2023-04-15","0.0","176.16592592590194","0.6963865858562669","105.84025421026737"
"2023-04-16","0.0","186.89777777775515","0.7192282006380312","104.22577866613184"
"2023-04-17","5.279649079486279E-4","186.89777777775515","0.7427381910733524","101.09344507524126"
"2023-04-18","0.0011146699188445946","186.89777777775515","0.7662000409358496","98.05055044876532"
"2023-04-19","0.02893977355606163","186.89777777775515","0.7890193696648679","105.20402699785815"
"2023-04-20","0.09934324770657575","186.89777777775515","0.809115434709958","105.92195177914611"
"2023-04-21","0.2210706812360259","197.60592592590427","0.8288178015557457","105.98481758747363"
"2023-04-22","0.41545341077585507","208.27259259256974","0.846638836129704","106.02448765309478"
"2023-04-23","0.6788974165659832","208.27259259256974","0.8652688680525762","105.47159433019418"
"2023-04-24","1.0326428421760916","218.9392592592352","0.8870826905676722","105.29010409513319"
"2023-04-25","1.4915568252579456","218.9392592592352","0.9099272504659178","105.48763168485992"
"2023-04-26","2.070202443881112","229.60592592590066","0.9324430985341016","105.6411009931572"
"2023-04-27","2.7858243080466734","229.60592592590066","0.9499366253442852","105.79344885600331"
"2023-04-28","3.6510635392708646","240.27259259256613","0.9659170160968847","105.83550649109141"
"2023-04-29","4.6781857551059565","240.27259259256613","0.9809532249969122","105.83162681349899"
"2023-04-30","5.880357348590698","250.9392592592316","0.9960949859576405","105.79774858014228"
"2023-05-01","7.270789434964719","250.9392592592316","1.0113716630852045","105.84177804235655"
"2023-05-02","8.86339534675739","261.60592592589825","1.0262639610981603","105.79939922593931"
"2023-05-03","10.651344816506521","272.2725925925649","1.0482810563695653","103.74397638934994"
"2023-05-04","12.020458347190948","272.2725925925649","1.0697546135286349","101.69406094247478"
"2023-05-05","14.249843569662914","272.2725925925649","1.091490896049783","105.84561432072282"
"2023-05-06","16.81244027126691","282.93925925923276","1.1090764749176005","105.64598856385001"
"2023-05-07","19.63546011371229","282.93925925923276","1.130436745502051","105.27016304982975"
"2023-05-08","22.74273309711927","282.93925925923276","1.1516057082039315","105.3337851861983"
"2023-05-09","26.154734921768817","282.93925925923276","1.17262685086093","105.47907496535494"
